SampleID,ZosCSPoldB,ZosCSPoldD,ZosCFIoldB16,ZosCFIoldG16,ZosCIoldC17,ZosCIoldA18,ZosCIoldB18,ZosCIoldC18,ZosCIoldD18,ZosCIoldE18,ZosCIoldF18,ZosCSSoldE,ZosCSSoldB,ZosCSSoldC16,ZosCSSoldF16,ZosCSSoldE16,ZosCSSoldA16,ZosCSSoldH16,ZosCSSoldG16,ZosCSSoldD17,ZosCSSoldE18,ZosCSSoldB18,ZosCSSoldC18,ZosCSSoldD18,ZosCSSoldF18,ZosGSEoldE,ZosGSEoldF,ZosGSEoldD,ZosGSEoldA,ZosGSEoldC,ZosGSEoldB,ZosGSEoldD16,ZosGSEoldF16,ZosGSEoldG16,ZosGSEoldE16,ZosGSEoldC16,ZosGSEoldA16,ZosGSEoldB16,ZosGSEoldH16,ZosGSWoldA,ZosGSWoldD,ZosGSWoldB,ZosGSWoldC,ZosGSWoldF,ZosGSWoldE,ZosGSWoldF16,ZosGSWoldD16,ZosGSWoldA16,ZosGSWoldB16,ZosGSWoldG16,ZosGSWoldC16,ZosGSWoldE16,ZosGSWoldH16,ZosMcNoldA,ZosMcNoldB,ZosMcNoldC,ZosMcNoldD,ZosMcNoldE,ZosMcNoldF,ZosMcSoldA,ZosMcSoldB,ZosMcSoldC,ZosMcSoldD,ZosMcSoldE,ZosMcSoldF,ZosPBSoldA16,ZosPBSoldB16,ZosPBSoldC16,ZosPBSoldD16,ZosPBSoldG16,ZosPBSoldF16,ZosPBSoldH16,ZosPBSoldE16,ZosPBSoldC17,ZosPBSoldA18,ZosPBSoldB18,ZosPBSoldC18,ZosPBSoldD18,ZosPBSoldE18,ZosPBSoldF18,ZosPBPoldH16,ZosPBPoldB16,ZosPBPoldG16,ZosPBPoldE16,ZosPBPoldF16,ZosPBPoldC16,ZosPBPoldD16,ZosPBPoldA17,ZosPBPoldE18,ZosPBPolEE17,ZosPBPoldA18,ZosPBPoldB18,ZosPBPoldC18,ZosPBPoldD18,ZosPBPoldF18,ZosTQNoldF,ZosTQNoldD,ZosTQNoldE,ZosTQNoldC,ZosTQNoldB,ZosTQNoldG16,ZosTQNoldH16,ZosTQNoldF16,ZosTQNoldD16,ZosTQNoldB16,ZosTQNoldE16,ZosTQNoldC16,ZosTQNoldA16,ZosTQNoldB17,ZosTQNoldC17,ZosTQNoldD17,ZosTQNoldA18,ZosTQNoldB18,ZosTQNoldC18,ZosTQNoldD18,ZosTQNoldE18,ZosTQNoldF18,ZosTQSoldD,ZosTQSoldC,ZosTQSoldB,ZosTQSoldA,ZosTQSoldG16,ZosTQSoldA16,ZosTQSoldH16,ZosTQSoldB16,ZosTQSoldE16,ZosTQSoldF16,ZosTQSoldC16,ZosTQSoldD16,ZosTQSoldB17,ZosTQSoldC17,ZosTQSolEE17,ZosTQSoldA18,ZosTQSoldB18,ZosTQSoldC18,ZosTQSoldD18,ZosTQSoldE18,ZosTQSoldF18
ZosTQNoldE18,19207,19207,19207,19207,19207,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQNoldF18,19207,19207,19207,19207,19207,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldD,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldC,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldB,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldA,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldG16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldA16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldH16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldB16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldE16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldF16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldC16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldD16,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldB17,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldC17,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ZosTQSolEE17,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ZosTQSoldA18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
ZosTQSoldB18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
ZosTQSoldC18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
ZosTQSoldD18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
ZosTQSoldE18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZosTQSoldF18,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
