SampleID,ZosCSPoldC,ZosCIoldA18,ZosCIoldB18,ZosCIoldC18,ZosCIoldD18,ZosCIoldF18,ZosCSSoldC16,ZosCSSoldF16,ZosCSSoldD16,ZosCSSoldB16,ZosCSSoldA16,ZosCSSoldG16,ZosCSSoldC18,ZosCSSoldD18,ZosCSSoldF18,ZosGSEoldE,ZosGSEoldF,ZosGSEoldC,ZosGSEoldB,ZosGSEoldD16,ZosGSEoldF16,ZosGSEoldE16,ZosGSEoldA16,ZosGSEoldH16,ZosGSWoldB,ZosGSWoldC,ZosGSWoldF,ZosGSWoldE,ZosGSWoldF16,ZosGSWoldD16,ZosGSWoldA16,ZosGSWoldB16,ZosGSWoldG16,ZosGSWoldC16,ZosGSWoldE16,ZosGSWoldH16,ZosMcNoldA,ZosMcNoldB,ZosMcNoldC,ZosMcNoldD,ZosMcSoldA,ZosMcSoldB,ZosMcSoldC,ZosMcSoldD,ZosMcSoldE,ZosMcSoldF,ZosPBSoldA16,ZosPBSoldB16,ZosPBSoldC16,ZosPBSoldD16,ZosPBSoldG16,ZosPBSoldF16,ZosPBSoldH16,ZosPBSoldE16,ZosPBPoldH16,ZosPBPoldB16,ZosPBPoldG16,ZosPBPoldE16,ZosPBPoldC16,ZosPBPoldA17,ZosPBPoldA18,ZosPBPoldB18,ZosPBPoldC18,ZosPBPoldD18,ZosPBPoldE18,ZosPBPoldF18,ZosTQNoldF,ZosTQNoldD,ZosTQNoldE,ZosTQNoldC,ZosTQNoldB,ZosTQNoldG16,ZosTQNoldH16,ZosTQNoldF16,ZosTQNoldB16,ZosTQNoldE16,ZosTQNoldA16,ZosTQNoldB17,ZosTQNoldD17,ZosTQNoldA18,ZosTQNoldB18,ZosTQNoldC18,ZosTQNoldD18,ZosTQNoldE18,ZosTQNoldF18,ZosTQSoldB,ZosTQSoldG16,ZosTQSoldA16,ZosTQSoldH16,ZosTQSoldB16,ZosTQSoldE16,ZosTQSoldF16,ZosTQSoldC16,ZosTQSoldD16,ZosTQSoldA18,ZosTQSoldB18,ZosTQSoldC18,ZosTQSoldD18,ZosTQSoldE18,ZosTQSoldF18
ZosTQNoldC18,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQNoldD18,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQNoldE18,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQNoldF18,19207,19207,19207,19207,19207,19207,19704,19704,19704,19704,19704,19704,19704,19704,19704,21197,21197,21197,21197,21197,21197,21197,21197,21197,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,20864,30495,30495,30495,30495,31755,31755,31755,31755,31755,31755,25249,25249,25249,25249,25249,25249,25249,25249,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,25352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldB,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldG16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldA16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldH16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldB16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldE16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldF16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldC16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ZosTQSoldD16,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ZosTQSoldA18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
ZosTQSoldB18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
ZosTQSoldC18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
ZosTQSoldD18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
ZosTQSoldE18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
ZosTQSoldF18,18181,18181,18181,18181,18181,18181,18661,18661,18661,18661,18661,18661,18661,18661,18661,22078,22078,22078,22078,22078,22078,22078,22078,22078,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,21671,31352,31352,31352,31352,32599,32599,32599,32599,32599,32599,24133,24133,24133,24133,24133,24133,24133,24133,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,24271,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
