SampleID,swab_id,barcode_plate,barcode_well,year,region,site,host_species,host_type,sample_type,survey_type,quadrat_id,meso_shoot_id,ASV4,ASV5,ASV6,ASV11,ASV13,ASV15,ASV17,ASV18,ASV19,ASV24,ASV27,ASV28,ASV39,ASV43,ASV46,ASV47,ASV57,ASV60,ASV71,ASV89,ASV93,ASV104,ASV105,ASV106,ASV107,ASV108,ASV117,ASV118,ASV119,ASV121,ASV122,ASV125,ASV131,ASV132,ASV133,ASV147,ASV153,ASV165,ASV185,ASV188,ASV198,ASV210,ASV217,ASV222,ASV224,ASV239,ASV251,ASV279,ASV281,ASV286,ASV289,ASV302,ASV330,ASV341,ASV342,ASV346,ASV351,ASV352,ASV358,ASV368,ASV373,ASV379,ASV383,ASV386,ASV392,ASV403,ASV408,ASV414,ASV417,ASV420,ASV425,ASV431,ASV467,ASV470,ASV493,ASV495,ASV530,ASV541,ASV559,ASV570,ASV590,ASV640,ASV656,ASV660,ASV661,ASV663,ASV668,ASV671,ASV674,ASV678,ASV683,ASV687,ASV720,ASV737,ASV750,ASV760,ASV775,ASV777,ASV858,ASV881,ASV891,ASV909,ASV930,ASV940,ASV945,ASV953,ASV959,ASV971,ASV989,ASV996,ASV1012,ASV1016,ASV1017,ASV1018,ASV1025,ASV1033,ASV1036,ASV1068,ASV1070,ASV1074,ASV1087,ASV1119,ASV1127,ASV1128,ASV1144,ASV1152,ASV1158,ASV1164,ASV1199,ASV1207,ASV1214,ASV1225,ASV1254,ASV1328,ASV1330,ASV1335,ASV1358,ASV1372,ASV1378,ASV1380,ASV1394,ASV1405,ASV1418,ASV1438,ASV1483,ASV1487,ASV1503,ASV1510,ASV1548,ASV1574,ASV1639,ASV1668,ASV1673,ASV1677,ASV1700,ASV1702,ASV1708,ASV1735,ASV1794,ASV1798,ASV1870,ASV1879,ASV1925,ASV1964,ASV1989,ASV2000,ASV2015,ASV2041,ASV2068,ASV2119,ASV2135,ASV2137,ASV2155,ASV2164,ASV2196,ASV2215,ASV2247,ASV2306,ASV2326,ASV2341,ASV2358,ASV2386,ASV2406,ASV2417,ASV2423,ASV2451,ASV2493,ASV2509,ASV2516,ASV2522,ASV2534,ASV2613,ASV2643,ASV2663,ASV2671,ASV2673,ASV2683,ASV2725,ASV2755,ASV2762,ASV2778,ASV2801,ASV2820,ASV2836,ASV2867,ASV2874,ASV2992,ASV3047,ASV3057,ASV3074,ASV3099,ASV3114,ASV3134,ASV3153,ASV3217,ASV3220,ASV3269,ASV3271,ASV3324,ASV3378,ASV3384,ASV3395,ASV3462,ASV3488,ASV3505,ASV3510,ASV3543,ASV3614,ASV3655,ASV3704,ASV3714,ASV3735,ASV3741,ASV3775,ASV3857,ASV3880,ASV3885,ASV3887,ASV3905,ASV3925,ASV3951,ASV3994,ASV3999,ASV4080,ASV4119,ASV4133,ASV4183,ASV4195,ASV1390,ASV1412,ASV2328,ASV2360
ZosTQNoldA18,M2M700,4,E6,2018,triquet,triquet_north,zostera_marina,zostera,leaf_old,meso_quadrat,1,na,0,0,323,0,0,0,0,79,116,1422,34,584,0,13,0,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,73,0,0,0,126,0,12,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,6,0,36,7,0,0,3,13,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQNrhrA18,AX079,6,H11,2018,triquet,triquet_north,zostera_marina,zostera,rhizome_hair,meso_quadrat,1,na,153,13,33,61,16,0,0,23,538,78,18,43,1,22,38,4,0,0,235,35,46,3,11,58,64,6,2,0,2,135,58,13,301,7,0,13,0,1,111,0,65,3,71,4,0,11,5,9,0,0,147,0,6,1,0,0,1,3,0,0,6,24,4,11,0,3,3,0,0,32,4,0,3,1,3,139,3,20,0,1,8,0,21,0,2,0,0,0,8,0,0,0,0,3,0,5,6,0,8,15,3,0,4,4,0,6,0,7,33,1,19,0,0,0,10,0,0,0,0,2,0,0,24,0,0,20,0,0,2,0,0,0,0,3,0,1,0,4,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterTQNd16,2707,3,A12,2016,triquet,triquet_north,seawater,seawater,seawater,meso_quadrat,1,na,0,0,167,0,0,251,788,36,3472,349,10,0,0,46,817,1572,691,0,0,0,29,0,0,698,0,0,8,0,35,0,0,2197,0,0,1090,0,0,130,0,0,0,0,84,24,0,0,0,307,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,12,0,0,124,0,73,0,0,47,179,0,0,0,0,0,243,0,0,0,0,303,0,0,0,0,0,96,0,0,62,0,0,6,0,25,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,17,0,0,0,181,0,0,0,0,0,14,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,6,0,0,39,0,0,0,11,0,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,23,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27
ZosTQNnewE16,1435,5,E5,2016,triquet,triquet_north,zostera_marina,zostera,leaf_new,meso_quadrat,1,na,1386,22,239,10,97,24,48,0,304,215,0,119,377,35,11,0,0,67,0,0,49,0,21,21,0,0,0,0,0,0,39,395,0,0,0,0,0,7,0,13,0,0,0,20,0,0,0,11,0,0,0,0,0,0,0,103,6,0,295,0,61,0,0,34,0,0,18,0,0,0,0,21,0,22,0,0,0,0,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,30,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQNoldE16,1433,3,E5,2016,triquet,triquet_north,zostera_marina,zostera,leaf_old,meso_quadrat,1,na,0,0,0,4,0,15,0,116,418,244,167,192,0,109,19,0,0,0,0,0,0,84,47,9,0,72,0,0,0,0,0,418,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,187,0,0,0,6,0,13,0,0,0,16,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subrockTQSb16,2758,4,B4,2016,triquet,triquet_south,rock,substrate,substrate,meso_quadrat,na,na,0,0,9,95,11,0,0,565,716,1132,580,362,0,207,177,0,0,0,139,185,22,396,321,173,46,371,0,0,0,0,26,1752,0,0,0,164,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,14,0,462,0,0,307,88,0,6,0,104,0,7,0,0,0,0,20,0,0,16,0,0,0,27,0,15,0,0,0,0,0,0,0,0,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,24,0,0,0,0,0,0,0,34,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subrockTQSc16,2743,4,C4,2016,triquet,triquet_south,rock,substrate,substrate,meso_quadrat,na,na,0,0,0,66,67,31,0,289,1296,1189,295,306,0,270,382,0,0,0,21,37,21,365,394,710,0,127,0,0,0,234,0,2034,53,0,0,168,0,0,33,0,0,12,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,7,163,0,71,0,0,138,0,0,260,0,0,27,0,0,9,0,92,0,122,0,0,0,0,33,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,0,58,0,29,0,0,0,0,0,0,0,0,35,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSa16,2701,4,A4,2016,triquet,triquet_south,shell,substrate,substrate,meso_quadrat,na,na,0,0,0,222,0,0,0,154,1067,400,193,50,0,47,232,40,0,0,192,209,0,244,193,356,79,278,123,0,47,19,189,910,47,50,0,298,0,0,0,0,36,0,0,37,0,0,0,40,0,0,0,0,0,0,0,0,0,20,81,0,0,0,0,0,133,58,540,0,0,295,19,0,0,0,209,0,40,0,0,0,0,0,0,0,0,9,0,0,0,0,28,0,0,64,24,28,0,4,18,61,38,0,0,22,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,132,0,0,0,0,10,0,12,0,0,0,0,0,0,11,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,12,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSd16,2721,4,D4,2016,triquet,triquet_south,shell,substrate,substrate,meso_quadrat,na,na,0,0,16,121,0,0,0,30,578,282,723,22,0,401,262,0,0,0,0,193,0,1165,286,314,0,207,0,0,0,0,17,2074,0,0,0,156,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,342,23,0,72,52,0,0,0,89,0,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,74,0,0,0,47,0,0,0,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSe16,2788,4,E4,2016,triquet,triquet_south,shell_moonsnail,substrate,substrate,meso_quadrat,na,na,0,0,0,0,0,0,0,1278,1698,4450,205,1940,0,1682,7,0,0,0,0,20,16,344,31,1219,0,1987,0,0,150,0,0,1094,0,0,0,203,0,670,0,0,0,72,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,26,10,0,31,80,0,0,0,0,35,0,0,0,28,0,229,0,0,0,34,0,0,57,0,6,0,0,0,6,0,0,0,0,239,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,30,0,57,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSE17,SG013,7,C3,2017,triquet,triquet_south,sediment,sediment,sediment,meso_quadrat,5,na,59,11,2,350,0,2,0,0,106,49,24,12,0,0,64,0,0,0,111,242,9,0,29,23,72,2,0,0,23,0,225,26,21,60,0,28,0,0,1,0,14,0,2,10,0,0,0,10,0,0,12,0,24,0,0,0,0,3,0,0,0,0,33,17,40,57,159,52,0,543,7,0,5,0,38,2,0,9,0,0,31,0,4,0,9,2,0,29,9,0,0,0,0,12,6,0,0,0,14,30,2,19,0,4,0,3,3,3,0,5,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,3,0,0,19,0,0,0,0,0,0,5,0,0,16,0,0,0,0,19,0,0,0,0,5,8,0,7,0,11,4,0,0,6,3,0,0,0,6,4,4,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,4,9,0,3,0,14,0,0,0,3,7,0,0,3,2,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
WaterTQSE17,SG077,7,C4,2017,triquet,triquet_south,seawater,seawater,seawater,meso_quadrat,5,na,0,142,0,0,2247,0,0,0,58,0,0,0,0,0,8,2,0,159,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,3,0,0,0,2,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSrhrE17,SG080,7,C1,2017,triquet,triquet_south,zostera_marina,zostera,rhizome_hair,meso_quadrat,5,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SedTQSD17,SG094,7,B9,2017,triquet,triquet_south,sediment,sediment,sediment,meso_quadrat,4,na,0,5,0,476,0,0,0,0,131,40,21,9,0,0,26,0,0,0,93,316,0,0,19,21,100,6,4,0,17,0,199,9,0,57,0,42,0,0,0,0,15,0,0,3,0,0,0,3,0,0,18,0,21,0,0,0,0,1,0,0,0,0,52,10,60,17,180,54,0,493,5,0,0,0,36,0,2,0,0,0,42,0,4,0,8,0,0,10,5,0,0,0,0,18,6,0,1,0,16,15,2,18,0,6,0,5,0,2,0,9,0,0,0,0,3,0,0,0,0,0,2,8,0,0,0,7,0,6,25,0,0,0,0,0,0,3,0,0,11,0,0,0,0,21,0,14,0,0,0,9,0,7,0,8,3,12,1,12,5,0,0,0,2,8,1,0,7,0,0,0,0,0,0,0,0,12,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,20,0,5,0,8,0,0,0,5,9,0,0,3,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0
WaterTQSD17,SG010,7,B10,2017,triquet,triquet_south,seawater,seawater,seawater,meso_quadrat,4,na,0,176,0,0,2152,0,0,0,91,0,0,0,2,0,3,4,0,233,1,0,77,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,209,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldD17,SG085,7,B5,2017,triquet,triquet_south,zostera_marina,zostera,leaf_old,meso_quadrat,4,na,1,0,155,0,0,3,0,113,82,457,285,1015,0,33,0,0,0,0,0,0,0,30,21,51,0,38,0,0,0,0,0,312,0,0,0,167,0,16,0,0,0,8,0,1,0,0,0,31,2,0,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,18,0,0,54,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSrhrD17,SG053,7,B7,2017,triquet,triquet_south,zostera_marina,zostera,rhizome_hair,meso_quadrat,4,na,57,15,16,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,26,0,207,0,0,13,29,9,0,0,0,88,18,11,1191,0,0,0,0,0,176,0,20,0,386,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,439,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
SedTQSC17,SG019,7,B3,2017,triquet,triquet_south,sediment,sediment,sediment,meso_quadrat,3,na,5,2,3,279,19,3,0,0,280,130,54,49,0,0,204,0,0,0,42,108,3,0,56,78,8,4,0,0,8,0,71,34,0,6,0,121,0,3,0,0,2,0,6,0,0,0,0,17,0,0,1,0,1,0,0,0,0,53,0,0,0,0,4,1,3,37,250,124,0,534,14,5,6,0,58,0,14,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,1,15,3,0,0,54,10,13,0,5,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,9,9,0,0,0,0,0,2,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,22,0,5,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,8,0,1,0,0,13,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
WaterTQSC17,SG091,7,B4,2017,triquet,triquet_south,seawater,seawater,seawater,meso_quadrat,3,na,0,120,4,0,1805,0,0,0,314,0,0,4,0,0,3,19,0,454,2,0,50,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,43,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,19,0,0,128,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSoldC17,SG095,7,A11,2017,triquet,triquet_south,zostera_marina,zostera,leaf_old,meso_quadrat,3,na,1,3,306,0,0,0,0,33,73,252,292,947,0,89,6,0,0,0,1,0,0,48,8,113,0,96,0,0,0,0,0,393,0,0,0,149,0,3,0,0,0,22,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,7,0,0,14,0,0,0,0,0,33,0,0,0,5,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosTQSrhrC17,SG060,7,B1,2017,triquet,triquet_south,zostera_marina,zostera,rhizome_hair,meso_quadrat,3,na,344,473,224,5,0,1,0,1,123,14,5,25,8,12,27,0,0,0,188,2,19,0,2,18,24,99,3,0,6,53,16,504,183,1,0,1,0,0,109,0,131,0,56,11,0,0,0,6,0,0,20,0,2,0,0,1,0,0,1,0,14,14,0,0,0,0,0,0,0,7,2,0,0,0,1,33,3,66,0,0,0,0,3,0,1,0,0,1,2,0,0,0,0,5,0,9,0,0,0,18,3,0,0,1,0,11,0,0,9,6,2,0,0,0,5,0,4,0,0,0,0,0,18,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
