SampleID,year,region,site,meso_quadrat_id,host_type,sample_type,survey_type,ASV2,ASV4,ASV6,ASV8,ASV18,ASV28,ASV34,ASV41,ASV46,ASV49,ASV53,ASV56,ASV60,ASV61,ASV64,ASV73,ASV75,ASV80,ASV88,ASV99,ASV108,ASV110,ASV111,ASV112,ASV125,ASV127,ASV130,ASV131,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV177,ASV180,ASV193,ASV201,ASV203,ASV222,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV253,ASV254,ASV271,ASV286,ASV287,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV327,ASV343,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV528,ASV550,ASV553,ASV562,ASV564,ASV566,ASV575,ASV581,ASV589,ASV607,ASV609,ASV616,ASV630,ASV639,ASV642,ASV645,ASV673,ASV682,ASV685,ASV689,ASV692,ASV693,ASV720,ASV725,ASV732,ASV750,ASV756,ASV760,ASV779,ASV785,ASV792,ASV794,ASV800,ASV801,ASV804,ASV840,ASV843,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV923,ASV924,ASV942,ASV962,ASV965,ASV1008,ASV1039,ASV1041,ASV1046,ASV1050,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1192,ASV1196,ASV1219,ASV1236,ASV1263,ASV1294,ASV1344,ASV1361,ASV1373,ASV1374,ASV1381,ASV1388,ASV1393,ASV1417,ASV1419,ASV1433,ASV1439,ASV1440,ASV1443,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1566,ASV1570,ASV1592
subshellCFId16,2016,choked,choked_flat_island,na,substrate,substrate,meso_quadrat,0,0,0,602,0,0,0,20,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCFIe16,2016,choked,choked_flat_island,na,substrate,substrate,meso_quadrat,0,0,0,429,13,16,0,3,17,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCSSb16,2016,choked,choked_sandspit,na,substrate,substrate,meso_quadrat,0,0,0,79,0,4,0,0,0,0,0,0,0,0,0,0,0,187,516,0,6,0,0,0,0,124,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCSSc16,2016,choked,choked_sandspit,na,substrate,substrate,meso_quadrat,3,0,2,815,0,5,0,11,0,0,0,0,2,0,0,0,0,11,11,1,3,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,92,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCSSd16,2016,choked,choked_sandspit,na,substrate,substrate,meso_quadrat,0,0,50,27,0,10,0,0,96,0,0,0,0,0,0,0,0,39,19,395,1,0,0,0,0,7,0,0,0,1,5,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,3,0,0,0,74,0,0,0,0,0,0,236,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSEa16,2016,goose,goose_southeast,na,substrate,substrate,meso_quadrat,34,500,16,4,2,0,0,6,0,0,0,0,25,0,0,0,0,13,0,0,36,217,0,0,44,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,0,0,0,12,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,23,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSEb16,2016,goose,goose_southeast,na,substrate,substrate,meso_quadrat,58,154,14,29,10,23,138,46,0,0,70,0,19,40,56,0,0,0,12,0,32,63,0,0,90,3,0,0,0,0,8,1,0,0,0,0,14,0,0,0,0,13,3,0,0,0,5,0,5,13,0,2,0,0,0,1,0,0,0,4,0,0,0,1,0,0,7,0,0,0,16,25,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSEc16,2016,goose,goose_southeast,na,substrate,substrate,meso_quadrat,112,81,17,85,0,0,245,102,0,0,11,0,0,0,0,0,0,20,27,4,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSWa16,2016,goose,goose_southwest,na,substrate,substrate,meso_quadrat,40,18,0,5,0,3,332,118,13,6,0,0,0,0,0,3,0,281,36,6,72,0,0,0,6,9,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSWb16,2016,goose,goose_southwest,na,substrate,substrate,meso_quadrat,411,0,0,0,0,0,97,15,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellGSWd16,2016,goose,goose_southwest,na,substrate,substrate,meso_quadrat,11,0,8,108,21,1,221,0,6,0,0,0,50,0,0,9,0,121,4,8,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
subshellTQNa16,2016,triquet,triquet_north,na,substrate,substrate,meso_quadrat,69,0,0,58,0,25,0,189,0,0,0,0,64,0,0,7,0,0,159,0,0,0,0,0,12,41,0,0,0,0,0,0,0,0,0,0,79,0,0,0,8,0,12,0,0,0,10,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,29,0,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQNb16,2016,triquet,triquet_north,na,substrate,substrate,meso_quadrat,104,497,0,41,0,0,0,60,0,0,80,0,0,0,0,0,0,0,30,0,10,0,0,0,56,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,3,0,0,0,24,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQNc16,2016,triquet,triquet_north,na,substrate,substrate,meso_quadrat,0,74,0,571,0,6,0,70,0,0,29,0,31,0,0,0,0,0,18,0,27,60,0,0,0,0,0,0,0,0,3,0,3,27,0,0,9,0,0,0,2,1,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQNd16,2016,triquet,triquet_north,na,substrate,substrate,meso_quadrat,36,0,0,69,0,39,0,194,0,0,0,0,32,0,0,0,0,0,0,66,0,319,0,0,0,22,0,0,0,0,0,0,9,11,0,0,53,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSa16,2016,triquet,triquet_south,na,substrate,substrate,meso_quadrat,0,551,0,163,0,0,27,23,0,2,12,2,11,0,17,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,23,0,18,0,0,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSd16,2016,triquet,triquet_south,na,substrate,substrate,meso_quadrat,9,570,0,29,0,0,0,159,0,6,9,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,1,14,0,0,0,0,0,4,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellTQSe16,2016,triquet,triquet_south,na,substrate,substrate,meso_quadrat,2,0,0,1,4,0,4,0,7,0,0,0,1,0,0,864,0,0,0,19,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
subwoodCSSa16,2016,choked,choked_sandspit,na,substrate,substrate,meso_quadrat,42,0,673,97,0,5,24,0,2,0,0,0,3,3,0,0,0,0,58,15,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,42,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
waterCFIa16,2016,choked,choked_flat_island,1,seawater,seawater,meso_quadrat,0,0,0,18,13,155,0,1,0,0,71,0,168,4,26,0,7,5,0,0,0,15,0,55,10,0,19,25,0,0,0,116,8,0,0,0,0,18,34,0,1,1,7,0,0,0,21,4,43,0,0,13,0,14,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,25,1,0,0,0,0,11,0,0,0,5,0,0,0,1,0,0,0,2,0,13,0,0,0,0,8,0,0,5,0,1,0,6,0,0,0,0,3,0,7,0,0,0,2,0,0,0,4,0,0,4,2,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3
waterCFIb16,2016,choked,choked_flat_island,2,seawater,seawater,meso_quadrat,0,0,0,7,12,174,0,33,5,0,22,0,196,9,23,0,6,28,0,0,0,1,0,21,6,0,15,24,0,0,2,90,18,1,0,0,0,14,29,0,11,0,6,0,0,47,27,0,37,0,1,8,0,13,0,0,0,0,4,7,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,3,9,2,2,0,0,0,17,0,0,0,2,0,0,0,0,0,0,0,1,0,9,3,0,0,0,4,0,0,3,0,7,0,2,0,0,0,2,2,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
waterCFIc16,2016,choked,choked_flat_island,3,seawater,seawater,meso_quadrat,0,0,0,436,11,92,0,37,3,0,125,0,64,5,9,0,2,10,0,0,0,6,0,25,5,0,7,8,0,0,0,38,13,1,0,0,0,1,3,0,3,0,7,0,0,0,16,2,16,0,0,3,0,6,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,0,2,2,0,0,0,1,5,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
waterCFId16,2016,choked,choked_flat_island,4,seawater,seawater,meso_quadrat,0,0,0,12,3,132,0,100,1,0,74,0,141,25,6,0,6,49,0,0,0,5,0,22,66,0,4,1,0,0,11,75,21,7,0,0,0,6,14,0,47,1,7,0,0,0,27,0,32,0,4,18,3,4,0,0,0,0,4,2,0,0,5,0,6,0,0,2,0,0,0,1,6,1,0,0,0,8,1,0,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCIA18,2018,choked,choked_inner,1,seawater,seawater,meso_quadrat,0,0,7,1,383,0,0,80,0,0,2,0,224,2,6,0,11,18,2,0,0,5,0,0,0,0,0,2,0,0,119,43,0,1,0,0,27,0,0,0,0,0,4,0,0,0,11,0,0,0,0,5,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCIB17,2017,choked,choked_inner,2,seawater,seawater,meso_quadrat,7,255,0,0,0,7,0,184,0,0,0,0,55,0,1,0,30,3,0,0,6,0,0,0,11,0,0,0,0,0,0,30,0,0,0,0,18,0,0,0,264,3,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,60,0,0,0,0,0,0,9,4,0,0,0,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCIB18,2018,choked,choked_inner,2,seawater,seawater,meso_quadrat,0,0,52,0,0,0,65,191,0,0,8,0,315,9,0,0,60,13,0,0,6,4,0,0,0,0,0,0,0,0,0,62,3,2,4,0,20,0,0,0,0,2,15,0,0,0,42,0,16,0,0,24,5,0,0,22,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCIC18,2018,choked,choked_inner,3,seawater,seawater,meso_quadrat,3,0,76,11,26,0,6,262,0,0,0,0,255,27,0,0,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6,0,0,1,0,0,0,0,4,26,0,0,0,49,1,5,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCID17,2017,choked,choked_inner,4,seawater,seawater,meso_quadrat,0,669,0,0,0,0,0,159,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,87,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCID18,2018,choked,choked_inner,4,seawater,seawater,meso_quadrat,0,0,12,4,194,0,0,52,0,0,0,0,430,30,1,0,41,38,0,0,22,24,0,5,0,0,0,0,0,0,0,64,0,0,0,0,1,4,2,0,0,5,10,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCIF18,2018,choked,choked_inner,6,seawater,seawater,meso_quadrat,2,0,30,471,64,0,0,149,2,0,2,0,78,0,0,0,24,6,0,0,3,8,0,0,0,0,0,0,0,0,0,58,0,2,0,0,7,0,0,0,0,2,19,0,0,0,33,0,7,1,0,11,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
waterCOBa,2015,choked,choked_outside_bed_bottom,na,seawater,seawater,ocean_transect,0,0,0,17,129,0,0,11,0,0,0,0,128,75,0,0,120,15,9,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,21,0,0,193,8,0,27,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCOBb,2015,choked,choked_outside_bed_bottom,na,seawater,seawater,ocean_transect,0,0,0,5,159,0,0,38,0,0,0,0,103,74,0,0,76,7,3,0,1,45,0,0,153,0,0,0,0,0,0,29,0,1,0,0,43,0,0,0,1,0,44,0,0,72,13,27,19,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
waterCOSa,2015,choked,choked_outer_surface,na,seawater,seawater,ocean_transect,0,0,0,3,8,0,0,144,0,0,0,0,127,340,0,0,73,0,0,0,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,30,0,0,0,1,0,52,0,0,22,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCPWasu23,2015,choked,choked_wolf,asu_23,seawater,seawater,asu_survey,23,62,10,187,0,0,0,86,0,3,0,0,11,0,9,0,53,0,0,1,0,143,0,4,59,0,0,0,0,0,0,42,0,8,59,0,82,0,0,11,1,4,17,0,0,0,19,25,4,0,0,2,11,1,0,24,0,0,0,5,0,0,0,0,2,0,0,0,5,0,0,6,0,0,0,0,0,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCPWasu6,2015,choked,choked_wolf,asu_70,seawater,seawater,asu_survey,29,0,2,60,0,0,169,158,0,4,0,0,37,30,0,0,159,0,19,0,0,0,0,1,16,0,0,0,0,0,0,2,0,10,4,0,163,0,0,0,7,14,13,0,0,0,36,0,36,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
