"year","date","site","sample","size","taxon"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",5.6,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",2.8,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",5.6,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",2,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","C",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","triquet south","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",2.8,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","B",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","C",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","D",2.8,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","D",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",2,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose north","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","A",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","B",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",1,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.71,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","D",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",2.8,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","E",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",2.8,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",1.4,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
2015,"1/7/2015","goose south west","F",0.5,"Caprella.laeviuscula"
