year,site,sample,Actiniidae,Ampithoidae,Anisogammaridae,Anthuridae,Aoridae,Ascidiacea,Asteroidea,Balanidae,Buccinidae,Calliostomatidae,Cancridae,Capitellidae,Caprellidae,Cerithiidae,Chrysopetalidae,Columbellidae,Corophiidae,Cumacea,Enteropneusta,Epialtidae,Eusiridae,Gammaridean,Glyceridae,Gymnolaemata,Halacaridae,Haliclystidae,Haminoeidae,Harpacticoida,Hesionidae,Hippolytidae,Hyalellidae,Hyalidae,Idoteidae,Isaeidae,Ischyroceridae,Littorinidae,Lottiidae,Lumbrineridae,Lysianassidae,Maldanidae,Munnidae,Mytilidae,Nassariidae,Nematoda,Nereididae,Notarchidae,Nudibranchia,Ophiuroidea,Ostracoda,Paguridae,Pectinidae,Pholoidae,Photidae,Phyllodocidae,Pleustidae,Podoceridae,Polynoidae,Pontogeneiidae,Pycnogonida,Rissoidae,Serpulidae,Sphaeromatidae,Stenothoidae,Strongylocentrotidae,Syllidae,Talitridae,Tanaidae,Terebellidae,Trochidae,Urothoidae,Veneridae,<NA>
2017,choked_sandspit,2,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,72,0,0,0,0,0,155,0,0,0,1,2,12,0,16,0,0,0,0,1,19,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
2017,choked_sandspit,5,2,12,0,0,82,0,0,0,0,0,0,0,5,2,0,0,7,0,0,0,12,694,0,0,0,0,0,456,0,0,0,0,1,86,0,25,0,8,0,0,6,17,0,48,11,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,202,0,0,0,0,0
2017,choked_sandspit,6,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,213,0,0,0,0,0,266,0,0,0,0,2,1,58,11,0,0,0,0,1,8,0,3,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,2
2017,choked_sandspit,8,0,17,0,0,20,0,0,0,0,0,0,0,6,0,0,0,11,0,0,1,9,278,0,0,0,0,0,174,0,0,0,0,1,33,0,26,0,1,0,0,0,18,0,4,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2017,choked_sandspit,9,8,4,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,185,2,0,0,0,0,108,0,0,0,1,1,12,79,17,0,5,0,0,1,0,0,8,10,0,0,0,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0,1,0,0,1
2017,pruth_pocket,2,0,4,0,0,24,0,0,1,0,0,0,0,54,0,0,1,0,1,0,0,0,17,0,0,4,0,0,13,0,0,0,0,2,0,0,29,0,0,0,0,6,14,0,16,1,0,0,0,3,0,0,0,14,0,0,0,3,0,0,88,0,0,0,0,4,0,0,0,0,1,49,2
2017,pruth_pocket,3,0,7,0,0,7,0,0,0,0,0,0,0,91,0,1,0,0,1,0,3,1,18,0,0,1,0,0,39,0,0,0,0,0,0,1,8,0,0,0,0,3,5,0,63,6,0,0,0,10,1,0,0,1,0,0,0,4,0,0,33,0,0,0,0,1,0,0,0,0,0,19,2
2017,pruth_pocket,4,0,19,0,0,21,0,0,0,0,0,0,0,50,0,0,0,1,2,0,1,10,25,0,0,3,0,0,39,0,0,0,0,2,0,3,30,0,0,0,0,3,6,0,47,3,0,0,0,22,0,0,0,2,0,1,0,2,0,0,217,0,0,0,0,0,0,0,1,0,0,27,2
2017,triquet_north,1,0,0,0,0,0,0,0,3,0,0,0,0,15,1,0,4,0,0,0,0,0,24,0,0,0,0,0,69,2,0,0,0,0,1,5,7,0,3,0,2,3,0,0,4,3,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,2,0
2017,triquet_north,2,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,9,0,0,0,0,0,14,0,0,0,0,0,54,0,0,0,0,0,1,1,7,1,7,0,1,5,1,0,3,14,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,1,0,8,0
2017,triquet_north,4,0,3,0,0,6,0,0,0,0,0,0,0,36,0,0,3,0,0,0,0,5,64,1,0,0,0,0,49,2,0,0,0,0,0,3,28,0,3,0,0,29,2,0,7,8,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,9,0,1,0
2017,triquet_north,5,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,1,0,0,0,0,2,40,0,0,0,0,0,96,2,0,0,0,0,0,5,1,0,1,0,0,12,1,0,1,7,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,2,0,0,2
2017,triquet_north,6,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,11,1,0,0,0,0,27,0,0,0,1,0,0,1,5,0,6,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,53,0,2,0,0,0
2017,triquet_north,8,0,1,0,0,0,0,0,1,0,0,0,0,124,0,0,5,0,0,0,0,2,76,0,0,0,0,0,124,0,0,0,0,0,0,12,27,1,0,0,0,13,1,0,2,10,0,5,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,2,0,1,1
2017,triquet_south,2,0,0,0,0,9,0,0,0,0,0,0,0,41,0,0,0,3,0,0,0,0,48,0,0,0,0,0,135,0,0,0,0,0,2,11,8,0,1,2,4,0,1,0,31,19,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,184,0,0,0,1,3
2017,triquet_south,3,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0,18,4,0,0,0,0,50,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,20,2,1,0,0,0,0,0,0,0,0,0,4,0,95,0,0,0,0,1
2017,triquet_south,4,0,0,0,0,8,2,0,0,0,0,0,0,15,1,0,2,2,0,0,3,0,17,0,0,1,0,0,103,0,0,0,0,0,0,6,4,0,0,1,1,0,0,0,14,13,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,2,0
2017,triquet_south,5,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,27,4,0,0,0,0,161,0,0,0,0,0,0,4,6,0,3,0,2,0,1,0,12,14,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,82,0,0,0,0,2
2017,triquet_south,8,0,5,0,0,18,0,0,0,0,0,0,0,18,0,0,1,0,0,0,1,1,38,1,0,0,0,0,119,0,0,0,0,0,1,6,7,0,2,0,5,1,0,0,33,8,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,151,0,0,0,2,1
2017,triquet_south,9,1,0,0,0,2,1,0,0,0,0,0,0,74,0,0,1,0,0,0,0,2,7,0,0,2,0,0,158,0,0,0,0,0,0,6,6,0,3,1,1,1,1,0,11,9,0,0,0,9,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,1,0,79,0,0,0,0,0
