SampleID,year,region,site_quadrat_id,site,host_type,survey_type,sample_type,meso_quadrat_id,ASV2,ASV4,ASV6,ASV8,ASV16,ASV18,ASV19,ASV28,ASV34,ASV35,ASV41,ASV46,ASV49,ASV53,ASV56,ASV61,ASV64,ASV73,ASV75,ASV80,ASV99,ASV108,ASV110,ASV111,ASV112,ASV127,ASV130,ASV131,ASV137,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV180,ASV183,ASV193,ASV201,ASV203,ASV222,ASV223,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV252,ASV253,ASV254,ASV271,ASV286,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV331,ASV343,ASV350,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV550,ASV553,ASV564,ASV575,ASV581,ASV589,ASV605,ASV607,ASV609,ASV630,ASV638,ASV639,ASV642,ASV645,ASV673,ASV682,ASV684,ASV685,ASV689,ASV692,ASV693,ASV720,ASV750,ASV756,ASV760,ASV785,ASV788,ASV792,ASV794,ASV800,ASV801,ASV804,ASV835,ASV840,ASV843,ASV863,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV922,ASV924,ASV942,ASV965,ASV1008,ASV1034,ASV1039,ASV1041,ASV1046,ASV1050,ASV1072,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1179,ASV1192,ASV1196,ASV1219,ASV1236,ASV1249,ASV1263,ASV1294,ASV1344,ASV1361,ASV1362,ASV1373,ASV1374,ASV1393,ASV1417,ASV1419,ASV1422,ASV1439,ASV1440,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1557,ASV1566,ASV1570,ASV1589,ASV1592
ZosMcSoldA,2015,mcmullins,mcmullins_south_1,mcmullins_south,zostera,meso_quadrat,leaf_old,1,607,0,0,71,14,23,112,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcSoldB,2015,mcmullins,mcmullins_south_2,mcmullins_south,zostera,meso_quadrat,leaf_old,2,542,0,0,8,125,31,16,0,11,0,0,3,0,0,0,0,0,3,0,0,2,0,0,37,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcSoldC,2015,mcmullins,mcmullins_south_3,mcmullins_south,zostera,meso_quadrat,leaf_old,3,214,0,0,627,7,54,21,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcSoldD,2015,mcmullins,mcmullins_south_4,mcmullins_south,zostera,meso_quadrat,leaf_old,4,805,0,0,34,7,17,51,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcSoldE,2015,mcmullins,mcmullins_south_5,mcmullins_south,zostera,meso_quadrat,leaf_old,5,733,0,0,21,51,18,23,0,29,2,0,1,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ZosMcSoldF,2015,mcmullins,mcmullins_south_6,mcmullins_south,zostera,meso_quadrat,leaf_old,6,685,0,0,11,30,18,31,0,16,0,4,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldA17,2017,pruth,pruth_pocket_1,pruth_pocket,zostera,meso_quadrat,leaf_old,1,0,0,89,417,110,0,3,0,0,0,0,14,0,0,0,0,0,13,0,0,25,0,0,174,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldA18,2018,pruth,pruth_pocket_1,pruth_pocket,zostera,meso_quadrat,leaf_old,1,1,1,0,9,425,0,0,0,0,0,0,23,0,0,0,0,0,110,0,0,23,0,0,4,0,2,0,0,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ZosPBPoldB16,2016,pruth,pruth_pocket_5,pruth_pocket,zostera,meso_quadrat,leaf_old,5,86,0,79,10,220,31,1,0,47,0,2,33,0,0,4,0,0,13,0,0,110,0,0,0,0,10,0,0,0,241,20,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,6,0,0,0,6,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldB18,2018,pruth,pruth_pocket_2,pruth_pocket,zostera,meso_quadrat,leaf_old,2,64,0,0,1,449,2,2,0,0,0,1,48,0,0,4,0,1,18,0,0,44,0,0,32,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldC16,2016,pruth,pruth_pocket_9,pruth_pocket,zostera,meso_quadrat,leaf_old,9,0,0,2,39,251,0,0,0,0,0,0,10,0,0,0,0,3,6,0,0,57,2,0,0,0,0,0,0,0,0,2,516,4,0,0,0,0,3,0,0,0,0,2,0,0,0,8,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldC18,2018,pruth,pruth_pocket_3,pruth_pocket,zostera,meso_quadrat,leaf_old,3,6,0,0,14,435,0,0,0,0,0,23,92,0,0,0,0,0,1,0,0,23,0,0,53,0,0,0,0,0,0,29,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldD16,2016,pruth,pruth_pocket_3,pruth_pocket,zostera,meso_quadrat,leaf_old,3,15,0,13,16,441,8,0,0,0,0,3,51,0,0,0,0,0,0,0,0,10,1,0,9,2,0,0,0,0,2,13,0,1,0,0,0,0,277,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,13,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZosPBPoldD18,2018,pruth,pruth_pocket_4,pruth_pocket,zostera,meso_quadrat,leaf_old,4,60,0,80,14,208,0,0,0,0,0,0,46,0,0,0,0,0,50,0,0,50,46,0,0,0,0,0,0,0,0,8,0,31,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,5,0,0,0,0,2,19,0,0,0,0,0,0,2,0,21,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldE16,2016,pruth,pruth_pocket_7,pruth_pocket,zostera,meso_quadrat,leaf_old,7,47,0,77,0,62,18,13,0,0,0,0,42,0,0,0,0,0,0,0,0,360,0,0,0,0,12,0,0,0,303,0,0,9,0,0,0,0,0,0,3,0,0,16,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldE18,2017,pruth,pruth_pocket_5,pruth_pocket,zostera,meso_quadrat,leaf_old,5,6,0,18,82,666,0,0,0,11,0,0,25,0,0,0,0,0,106,0,0,15,4,0,2,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldF16,2016,pruth,pruth_pocket_1,pruth_pocket,zostera,meso_quadrat,leaf_old,1,5,0,39,2,550,16,0,0,0,0,0,112,0,0,0,0,0,10,0,0,59,0,0,1,0,0,0,0,0,1,14,0,2,0,0,0,3,16,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,16,0,30,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldF18,2018,pruth,pruth_pocket_6,pruth_pocket,zostera,meso_quadrat,leaf_old,6,2,0,10,0,841,0,0,0,0,0,1,24,0,0,0,0,0,2,0,0,12,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ZosPBPoldG16,2016,pruth,pruth_pocket_4,pruth_pocket,zostera,meso_quadrat,leaf_old,4,0,0,10,18,803,10,0,0,0,0,0,31,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBPoldH16,2016,pruth,pruth_pocket_2,pruth_pocket,zostera,meso_quadrat,leaf_old,2,0,0,2,2,920,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ZosPBPolEE17,2017,pruth,pruth_pocket_5,pruth_pocket,zostera,meso_quadrat,leaf_old,5,7,0,4,5,89,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,16,5,0,64,0,9,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
ZosPBSoldA16,2016,pruth,pruth_bay_1,pruth_bay,zostera,meso_quadrat,leaf_old,1,275,0,18,14,113,155,11,1,0,0,11,32,0,0,0,1,0,2,0,0,5,5,0,17,0,0,0,0,0,10,4,0,2,0,0,0,2,4,0,0,0,0,0,4,16,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0,6,4,0,0,0,0,0,0,9,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldA18,2018,pruth,pruth_bay_1,pruth_bay,zostera,meso_quadrat,leaf_old,1,0,0,4,1,197,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldB16,2016,pruth,pruth_bay_2,pruth_bay,zostera,meso_quadrat,leaf_old,2,195,0,618,0,30,9,5,0,62,0,0,20,0,0,0,0,0,1,0,0,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldB18,2018,pruth,pruth_bay_2,pruth_bay,zostera,meso_quadrat,leaf_old,2,2,0,2,0,461,0,0,0,0,0,1,12,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,2,0,0,43,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldC16,2016,pruth,pruth_bay_3,pruth_bay,zostera,meso_quadrat,leaf_old,3,36,0,115,13,482,8,0,0,0,0,0,12,0,0,0,0,0,1,0,0,12,10,0,59,0,0,0,0,0,0,11,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldC17,2017,pruth,pruth_bay_4,pruth_bay,zostera,meso_quadrat,leaf_old,4,0,0,0,0,279,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,12,161,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,30,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldC18,2018,pruth,pruth_bay_3,pruth_bay,zostera,meso_quadrat,leaf_old,3,0,0,4,0,378,0,2,0,0,0,1,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldD16,2016,pruth,pruth_bay_4,pruth_bay,zostera,meso_quadrat,leaf_old,4,103,0,34,14,317,9,0,0,0,0,3,7,0,0,0,0,0,49,0,0,0,28,0,27,0,0,0,0,0,0,21,0,1,2,0,0,0,6,0,0,0,0,0,23,0,0,6,0,3,0,1,0,4,0,0,0,0,0,0,13,0,0,0,0,0,1,20,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldD18,2018,pruth,pruth_bay_4,pruth_bay,zostera,meso_quadrat,leaf_old,4,0,0,0,0,485,0,1,0,0,0,4,29,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,11,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldE16,2016,pruth,pruth_bay_8,pruth_bay,zostera,meso_quadrat,leaf_old,8,11,0,78,41,387,21,0,0,0,0,1,91,0,0,0,0,0,12,0,0,0,10,0,10,0,0,0,0,0,0,26,0,2,0,0,0,0,46,0,0,0,0,0,2,0,0,11,0,0,0,1,0,7,0,0,0,0,0,0,20,0,0,0,0,1,0,6,0,0,3,8,0,0,0,1,0,5,25,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZosPBSoldE18,2018,pruth,pruth_bay_5,pruth_bay,zostera,meso_quadrat,leaf_old,5,0,0,25,0,296,0,1,0,0,0,12,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,78,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
